,id,year,location,estab,formal,service,sector,group,ftstaff05,ftstaff06,ftstaff07,ptstaff05,ptstaff06,ptstaff07,totalstaff05,totalstaff06,totalstaff07,totalstaff08,totalstaff09,totalstaff10,turnover05,turnover06,turnover07,turnover08,turnover09,turnover10,sinfo1,sinfo2,sinfo3,sinfo4,sinfo5,sinfo6,sinfo7,sinfo8,sinfo9,sinfo10,policy_suggestion1,policy_suggestion2,policy_suggestion3,policy_suggestion4,policy_suggestion5,policy_suggestion6,policy_suggestion7,policy_suggestion8,market1,market2,market3,market4,market5,market6,market7,market8
201,202,2008,Yes,1978.0,NOT SPECIFIED,manufacturing,NOT SPECIFIED,No,40.0,45.0,50.0,0.0,0.0,0.0,40.0,45.0,50.0,0.0,0.0,0.0,124648411.0,108147103.0,129790491.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
202,203,2008,No,0.0,NOT SPECIFIED,manufacturing,NOT SPECIFIED,No,5.0,20.0,25.0,0.0,0.0,0.0,5.0,20.0,25.0,0.0,0.0,0.0,15000000.0,20250000.0,24750000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,No,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
203,204,2008,Yes,1993.0,NOT SPECIFIED,manufacturing,NOT SPECIFIED,Yes,328.0,334.0,376.0,0.0,0.0,0.0,328.0,334.0,376.0,0.0,0.0,0.0,5167409000.0,5887078000.0,4468671000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
204,205,2008,Yes,1978.0,NOT SPECIFIED,manufacturing,NOT SPECIFIED,No,297.0,301.0,311.0,2.0,0.0,0.0,299.0,301.0,311.0,0.0,0.0,0.0,1241949000.0,1203530000.0,1503857000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
205,206,2008,Yes,1996.0,NOT SPECIFIED,manufacturing,NOT SPECIFIED,No,50.0,58.0,63.0,0.0,0.0,0.0,50.0,58.0,63.0,0.0,0.0,0.0,60000000.0,70000000.0,83000000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
206,207,2008,Yes,1944.0,NOT SPECIFIED,manufacturing,NOT SPECIFIED,No,0.0,288.0,327.0,0.0,0.0,0.0,0.0,288.0,327.0,0.0,0.0,0.0,1996974000.0,2253389000.0,3859749000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,Yes,No,No,No,No
207,208,2008,No,1986.0,NOT SPECIFIED,manufacturing,NOT SPECIFIED,Yes,115.0,120.0,130.0,0.0,0.0,0.0,115.0,120.0,130.0,0.0,0.0,0.0,550000000.0,555000000.0,630000000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
208,209,2008,Yes,1965.0,NOT SPECIFIED,manufacturing,NOT SPECIFIED,Yes,274.0,279.0,276.0,78.0,94.0,73.0,352.0,373.0,349.0,0.0,0.0,0.0,800000000.0,900000000.0,1000000000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
209,210,2008,Yes,0.0,NOT SPECIFIED,manufacturing,NOT SPECIFIED,Yes,45.0,82.0,91.0,0.0,0.0,0.0,45.0,82.0,91.0,0.0,0.0,0.0,440900000.0,719600000.0,955900000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
210,211,2008,Yes,0.0,NOT SPECIFIED,manufacturing,NOT SPECIFIED,No,0.0,0.0,250.0,0.0,0.0,42.0,0.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0,548788000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
211,212,2008,Yes,1958.0,NOT SPECIFIED,manufacturing,NOT SPECIFIED,Yes,177.0,194.0,184.0,0.0,0.0,0.0,177.0,194.0,184.0,0.0,0.0,0.0,321890926.0,387684037.0,324877604.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
212,213,2008,Yes,1981.0,NOT SPECIFIED,manufacturing,NOT SPECIFIED,No,98.0,98.0,99.0,0.0,0.0,0.0,98.0,98.0,99.0,0.0,0.0,0.0,60000000.0,65000000.0,70000000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
213,214,2008,Yes,1996.0,NOT SPECIFIED,manufacturing,NOT SPECIFIED,Yes,40.0,40.0,50.0,5.0,10.0,5.0,45.0,50.0,55.0,0.0,0.0,0.0,19600000.0,26300000.0,34500000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
214,215,2008,Yes,2006.0,NOT SPECIFIED,manufacturing,NOT SPECIFIED,No,75.0,110.0,210.0,100.0,220.0,250.0,175.0,330.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
215,216,2008,Yes,0.0,NOT SPECIFIED,manufacturing,NOT SPECIFIED,Yes,180.0,200.0,270.0,50.0,45.0,30.0,230.0,245.0,300.0,0.0,0.0,0.0,10000000.0,15500000.0,28300000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
216,217,2008,Yes,0.0,NOT SPECIFIED,manufacturing,NOT SPECIFIED,No,300.0,350.0,400.0,0.0,0.0,0.0,300.0,350.0,400.0,0.0,0.0,0.0,30000000.0,33000000.0,40000000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
217,218,2008,Yes,0.0,NOT SPECIFIED,manufacturing,NOT SPECIFIED,No,30.0,50.0,85.0,10.0,10.0,5.0,40.0,60.0,90.0,0.0,0.0,0.0,0.0,1000000.0,4200000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
218,219,2008,Yes,2006.0,NOT SPECIFIED,manufacturing,NOT SPECIFIED,No,30.0,42.0,52.0,5.0,15.0,20.0,35.0,57.0,62.0,0.0,0.0,0.0,3000000.0,5000000.0,7000000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,No,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
219,220,2008,Yes,2004.0,NOT SPECIFIED,manufacturing,NOT SPECIFIED,No,58.0,72.0,78.0,0.0,0.0,0.0,58.0,72.0,78.0,0.0,0.0,0.0,120000000.0,127000000.0,144000000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
220,221,2008,Yes,1975.0,NOT SPECIFIED,manufacturing,NOT SPECIFIED,No,40.0,40.0,40.0,0.0,5.0,10.0,40.0,45.0,50.0,0.0,0.0,0.0,5300000.0,8700000.0,13400000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
221,222,2008,Yes,1960.0,NOT SPECIFIED,manufacturing,NOT SPECIFIED,No,125.0,121.0,104.0,0.0,0.0,0.0,125.0,121.0,104.0,0.0,0.0,0.0,548000000.0,500000000.0,417000000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,No,No,No,No,No
222,223,2008,Yes,1946.0,NOT SPECIFIED,manufacturing,NOT SPECIFIED,Yes,1992.0,2047.0,2273.0,47.0,0.0,0.0,2039.0,2047.0,2273.0,0.0,0.0,0.0,80235361000.0,86322075000.0,111748000000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,Yes,No,No,No,No
223,224,2008,Yes,0.0,NOT SPECIFIED,manufacturing,NOT SPECIFIED,No,79.0,96.0,117.0,0.0,0.0,0.0,79.0,96.0,117.0,0.0,0.0,0.0,12216355.0,21111761.0,23016397.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,Yes,No,No,No,No
224,225,2008,Yes,1962.0,NOT SPECIFIED,manufacturing,NOT SPECIFIED,Yes,4392.0,4491.0,3125.0,0.0,0.0,0.0,4392.0,4491.0,3125.0,0.0,0.0,0.0,66805656000.0,86571665000.0,105669000000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,Yes,No,No,No,NOT SPECIFIED
225,226,2008,Yes,1949.0,NOT SPECIFIED,manufacturing,NOT SPECIFIED,Yes,121.0,65.0,60.0,0.0,0.0,0.0,121.0,65.0,60.0,0.0,0.0,0.0,34000000.0,79000000.0,121000000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
226,227,2008,Yes,1993.0,NOT SPECIFIED,manufacturing,NOT SPECIFIED,No,35.0,40.0,40.0,0.0,0.0,0.0,35.0,40.0,40.0,0.0,0.0,0.0,64000000.0,70000000.0,84000000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,No,No,No,No,No
227,228,2008,Yes,0.0,NOT SPECIFIED,manufacturing,NOT SPECIFIED,Yes,847.0,922.0,895.0,156.0,201.0,556.0,1003.0,1123.0,1451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,No,No,No,No,No
228,229,2008,Yes,0.0,NOT SPECIFIED,manufacturing,NOT SPECIFIED,Yes,83.0,76.0,52.0,0.0,0.0,0.0,83.0,76.0,52.0,0.0,0.0,0.0,51000000.0,72000000.0,102000000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
229,230,2008,Yes,1965.0,NOT SPECIFIED,manufacturing,NOT SPECIFIED,No,58.0,62.0,67.0,0.0,0.0,0.0,58.0,62.0,67.0,0.0,0.0,0.0,1399748000.0,1503402000.0,1691000000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,No,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
230,231,2008,Yes,0.0,NOT SPECIFIED,manufacturing,NOT SPECIFIED,No,45.0,40.0,36.0,0.0,0.0,0.0,45.0,40.0,36.0,0.0,0.0,0.0,75284000.0,70053000.0,74379500.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
231,232,2008,Yes,0.0,NOT SPECIFIED,manufacturing,NOT SPECIFIED,Yes,9.0,9.0,17.0,0.0,0.0,0.0,9.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
232,233,2008,Yes,0.0,NOT SPECIFIED,manufacturing,NOT SPECIFIED,No,4.0,4.0,7.0,0.0,3.0,3.0,4.0,7.0,10.0,0.0,0.0,0.0,7000000.0,9000000.0,13000000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
233,234,2008,No,2000.0,NOT SPECIFIED,manufacturing,NOT SPECIFIED,No,3.0,3.0,5.0,5.0,5.0,8.0,8.0,8.0,13.0,0.0,0.0,0.0,350000.0,480000.0,800000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
234,235,2008,Yes,2000.0,NOT SPECIFIED,manufacturing,NOT SPECIFIED,Yes,0.0,501.0,591.0,0.0,120.0,103.0,0.0,621.0,694.0,0.0,0.0,0.0,0.0,83767906000.0,80649442000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
235,236,2008,Yes,1981.0,NOT SPECIFIED,manufacturing,NOT SPECIFIED,No,165.0,157.0,96.0,0.0,0.0,0.0,165.0,157.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
